timestamp,consumption_kwh
2024-01-01 00:00:00,0.2338
2024-01-01 00:15:00,0.1907
2024-01-01 00:30:00,0.2007
2024-01-01 00:45:00,0.2082
2024-01-01 01:00:00,0.1843
2024-01-01 01:15:00,0.2001
2024-01-01 01:30:00,0.2001
2024-01-01 01:45:00,0.1652
2024-01-01 02:00:00,0.2208
2024-01-01 02:15:00,0.2129
2024-01-01 02:30:00,0.189
2024-01-01 02:45:00,0.1992
2024-01-01 03:00:00,0.2145
2024-01-01 03:15:00,0.202
2024-01-01 03:30:00,0.2066
2024-01-01 03:45:00,0.1885
2024-01-01 04:00:00,0.2374
2024-01-01 04:15:00,0.2407
2024-01-01 04:30:00,0.2596
2024-01-01 04:45:00,0.244
2024-01-01 05:00:00,0.3328
2024-01-01 05:15:00,0.3329
2024-01-01 05:30:00,0.3567
2024-01-01 05:45:00,0.4431
2024-01-01 06:00:00,0.4417
2024-01-01 06:15:00,0.4536
2024-01-01 06:30:00,0.5122
2024-01-01 06:45:00,0.5072
2024-01-01 07:00:00,0.5994
2024-01-01 07:15:00,0.5862
2024-01-01 07:30:00,0.5851
2024-01-01 07:45:00,0.6159
2024-01-01 08:00:00,0.5454
2024-01-01 08:15:00,0.5637
2024-01-01 08:30:00,0.479
2024-01-01 08:45:00,0.4694
2024-01-01 09:00:00,0.4186
2024-01-01 09:15:00,0.4318
2024-01-01 09:30:00,0.3999
2024-01-01 09:45:00,0.3235
2024-01-01 10:00:00,0.3169
2024-01-01 10:15:00,0.2716
2024-01-01 10:30:00,0.2667
2024-01-01 10:45:00,0.2253
2024-01-01 11:00:00,0.1956
2024-01-01 11:15:00,0.1872
2024-01-01 11:30:00,0.2281
2024-01-01 11:45:00,0.2661
2024-01-01 12:00:00,0.2306
2024-01-01 12:15:00,0.2225
2024-01-01 12:30:00,0.2829
2024-01-01 12:45:00,0.2653
2024-01-01 13:00:00,0.2829
2024-01-01 13:15:00,0.3107
2024-01-01 13:30:00,0.3322
2024-01-01 13:45:00,0.3617
2024-01-01 14:00:00,0.3753
2024-01-01 14:15:00,0.4518
2024-01-01 14:30:00,0.4781
2024-01-01 14:45:00,0.5409
2024-01-01 15:00:00,0.5441
2024-01-01 15:15:00,0.5439
2024-01-01 15:30:00,0.6061
2024-01-01 15:45:00,0.6634
2024-01-01 16:00:00,0.6384
2024-01-01 16:15:00,0.6412
2024-01-01 16:30:00,0.6453
2024-01-01 16:45:00,0.6565
2024-01-01 17:00:00,0.6792
2024-01-01 17:15:00,0.6693
2024-01-01 17:30:00,0.7307
2024-01-01 17:45:00,0.703
2024-01-01 18:00:00,0.7182
2024-01-01 18:15:00,0.7507
2024-01-01 18:30:00,0.7553
2024-01-01 18:45:00,0.7205
2024-01-01 19:00:00,0.7264
2024-01-01 19:15:00,0.724
2024-01-01 19:30:00,0.6893
2024-01-01 19:45:00,0.6359
2024-01-01 20:00:00,0.6577
2024-01-01 20:15:00,0.6312
2024-01-01 20:30:00,0.5869
2024-01-01 20:45:00,0.5232
2024-01-01 21:00:00,0.4997
2024-01-01 21:15:00,0.4539
2024-01-01 21:30:00,0.423
2024-01-01 21:45:00,0.4203
2024-01-01 22:00:00,0.3929
2024-01-01 22:15:00,0.3469
2024-01-01 22:30:00,0.3191
2024-01-01 22:45:00,0.2997
2024-01-01 23:00:00,0.2674
2024-01-01 23:15:00,0.2508
2024-01-01 23:30:00,0.2263
2024-01-01 23:45:00,0.2287
2024-01-02 00:00:00,0.2452
2024-01-02 00:15:00,0.2174
2024-01-02 00:30:00,0.1932
2024-01-02 00:45:00,0.1906
2024-01-02 01:00:00,0.1827
2024-01-02 01:15:00,0.2076
2024-01-02 01:30:00,0.208
