timestamp,consumption_kwh
2024-01-01 00:00:00,0.176
2024-01-01 00:15:00,0.17
2024-01-01 00:30:00,0.2368
2024-01-01 00:45:00,0.1965
2024-01-01 01:00:00,0.219
2024-01-01 01:15:00,0.2655
2024-01-01 01:30:00,0.2343
2024-01-01 01:45:00,0.2609
2024-01-01 02:00:00,0.298
2024-01-01 02:15:00,0.3105
2024-01-01 02:30:00,0.3172
2024-01-01 02:45:00,0.362
2024-01-01 03:00:00,0.3847
2024-01-01 03:15:00,0.4304
2024-01-01 03:30:00,0.412
2024-01-01 03:45:00,0.4585
2024-01-01 04:00:00,0.523
2024-01-01 04:15:00,0.5646
2024-01-01 04:30:00,0.5245
2024-01-01 04:45:00,0.5946
2024-01-01 05:00:00,0.5885
2024-01-01 05:15:00,0.6168
2024-01-01 05:30:00,0.6415
2024-01-01 05:45:00,0.6744
2024-01-01 06:00:00,0.7257
2024-01-01 06:15:00,0.7416
2024-01-01 06:30:00,0.7487
2024-01-01 06:45:00,0.7589
2024-01-01 07:00:00,0.7832
2024-01-01 07:15:00,0.7963
2024-01-01 07:30:00,0.8277
2024-01-01 07:45:00,0.8107
2024-01-01 08:00:00,0.8327
2024-01-01 08:15:00,0.8383
2024-01-01 08:30:00,0.8446
2024-01-01 08:45:00,0.8539
2024-01-01 09:00:00,0.854
2024-01-01 09:15:00,0.8756
2024-01-01 09:30:00,0.844
2024-01-01 09:45:00,0.8716
2024-01-01 10:00:00,0.8268
2024-01-01 10:15:00,0.8138
2024-01-01 10:30:00,0.8139
2024-01-01 10:45:00,0.8055
2024-01-01 11:00:00,0.7885
2024-01-01 11:15:00,0.792
2024-01-01 11:30:00,0.7703
2024-01-01 11:45:00,0.7372
2024-01-01 12:00:00,0.699
2024-01-01 12:15:00,0.6809
2024-01-01 12:30:00,0.6872
2024-01-01 12:45:00,0.6384
2024-01-01 13:00:00,0.5819
2024-01-01 13:15:00,0.5679
2024-01-01 13:30:00,0.5432
2024-01-01 13:45:00,0.5505
2024-01-01 14:00:00,0.4979
2024-01-01 14:15:00,0.5177
2024-01-01 14:30:00,0.4584
2024-01-01 14:45:00,0.4208
