timestamp,consumption_kwh
2024-01-01 00:00:00,0.7979
2024-01-01 00:15:00,0.499
2024-01-01 00:30:00,0.7418
2024-01-01 00:45:00,0.7652
2024-01-01 01:00:00,0.6516
2024-01-01 01:15:00,0.5209
2024-01-01 01:30:00,0.4991
2024-01-01 01:45:00,0.7336
2024-01-01 02:00:00,0.433
2024-01-01 02:15:00,0.3772
2024-01-01 02:30:00,0.6202
2024-01-01 02:45:00,0.7097
2024-01-01 03:00:00,0.2969
2024-01-01 03:15:00,0.4679
2024-01-01 03:30:00,0.5
2024-01-01 03:45:00,0.471
2024-01-01 04:00:00,0.5118
2024-01-01 04:15:00,0.2938
2024-01-01 04:30:00,0.5174
2024-01-01 04:45:00,0.4195
2024-01-01 05:00:00,0.3189
2024-01-01 05:15:00,0.1571
2024-01-01 05:30:00,0.2554
2024-01-01 05:45:00,0.4026
2024-01-01 06:00:00,0.2708
2024-01-01 06:15:00,0.3073
2024-01-01 06:30:00,0.3629
2024-01-01 06:45:00,0.3538
2024-01-01 07:00:00,0.4245
2024-01-01 07:15:00,0.3897
2024-01-01 07:30:00,0.4988
2024-01-01 07:45:00,0.4203
2024-01-01 08:00:00,0.6006
2024-01-01 08:15:00,0.3439
2024-01-01 08:30:00,0.3054
2024-01-01 08:45:00,0.4597
2024-01-01 09:00:00,0.3694
2024-01-01 09:15:00,0.6909
2024-01-01 09:30:00,0.3858
2024-01-01 09:45:00,0.6693
2024-01-01 10:00:00,0.6474
2024-01-01 10:15:00,0.7877
2024-01-01 10:30:00,0.4978
2024-01-01 10:45:00,0.8132
2024-01-01 11:00:00,0.5958
2024-01-01 11:15:00,0.8218
2024-01-01 11:30:00,0.6473
2024-01-01 11:45:00,0.8582
2024-01-01 12:00:00,0.6735
2024-01-01 12:15:00,0.5639
2024-01-01 12:30:00,0.625
2024-01-01 12:45:00,0.4941
2024-01-01 13:00:00,0.7896
2024-01-01 13:15:00,0.4851
2024-01-01 13:30:00,0.5684
2024-01-01 13:45:00,0.7544
2024-01-01 14:00:00,0.7847
2024-01-01 14:15:00,0.5307
2024-01-01 14:30:00,0.6424
2024-01-01 14:45:00,0.4286
2024-01-01 15:00:00,0.4939
2024-01-01 15:15:00,0.6013
2024-01-01 15:30:00,0.4557
2024-01-01 15:45:00,0.4447
2024-01-01 16:00:00,0.2107
2024-01-01 16:15:00,0.342
2024-01-01 16:30:00,0.1808
2024-01-01 16:45:00,0.2178
2024-01-01 17:00:00,0.2374
2024-01-01 17:15:00,0.4364
2024-01-01 17:30:00,0.143
2024-01-01 17:45:00,0.267
2024-01-01 18:00:00,0.2271
2024-01-01 18:15:00,0.3534
2024-01-01 18:30:00,0.2418
2024-01-01 18:45:00,0.1407
2024-01-01 19:00:00,0.4926
2024-01-01 19:15:00,0.447
2024-01-01 19:30:00,0.5205
2024-01-01 19:45:00,0.3808
2024-01-01 20:00:00,0.4287
2024-01-01 20:15:00,0.4333
2024-01-01 20:30:00,0.5145
2024-01-01 20:45:00,0.4204
2024-01-01 21:00:00,0.4328
2024-01-01 21:15:00,0.3458
2024-01-01 21:30:00,0.4972
2024-01-01 21:45:00,0.4966
2024-01-01 22:00:00,0.6526
2024-01-01 22:15:00,0.6521
2024-01-01 22:30:00,0.691
2024-01-01 22:45:00,0.6022
2024-01-01 23:00:00,0.5524
2024-01-01 23:15:00,0.8907
2024-01-01 23:30:00,0.6151
2024-01-01 23:45:00,0.7085
2024-01-02 00:00:00,0.8679
2024-01-02 00:15:00,0.6908
2024-01-02 00:30:00,0.6166
2024-01-02 00:45:00,0.6716
2024-01-02 01:00:00,0.6729
2024-01-02 01:15:00,0.7634
2024-01-02 01:30:00,0.4385
2024-01-02 01:45:00,0.5851
2024-01-02 02:00:00,0.6784
2024-01-02 02:15:00,0.641
2024-01-02 02:30:00,0.6004
2024-01-02 02:45:00,0.3215
2024-01-02 03:00:00,0.4203
2024-01-02 03:15:00,0.486
2024-01-02 03:30:00,0.3716
2024-01-02 03:45:00,0.4222
2024-01-02 04:00:00,0.482
2024-01-02 04:15:00,0.2277
2024-01-02 04:30:00,0.1499
2024-01-02 04:45:00,0.2584
2024-01-02 05:00:00,0.1579
2024-01-02 05:15:00,0.1866
2024-01-02 05:30:00,0.4431
2024-01-02 05:45:00,0.23
2024-01-02 06:00:00,0.1845
2024-01-02 06:15:00,0.3897
2024-01-02 06:30:00,0.1725
2024-01-02 06:45:00,0.4478
2024-01-02 07:00:00,0.3094
2024-01-02 07:15:00,0.3789
2024-01-02 07:30:00,0.2551
2024-01-02 07:45:00,0.2683
2024-01-02 08:00:00,0.5024
2024-01-02 08:15:00,0.2758
2024-01-02 08:30:00,0.3268
2024-01-02 08:45:00,0.4854
2024-01-02 09:00:00,0.3947
2024-01-02 09:15:00,0.5269
2024-01-02 09:30:00,0.7237
2024-01-02 09:45:00,0.767
2024-01-02 10:00:00,0.6121
2024-01-02 10:15:00,0.6642
2024-01-02 10:30:00,0.4436
2024-01-02 10:45:00,0.8822
2024-01-02 11:00:00,0.6961
2024-01-02 11:15:00,0.8229
2024-01-02 11:30:00,0.7035
2024-01-02 11:45:00,0.8384
2024-01-02 12:00:00,0.7039
2024-01-02 12:15:00,0.783
2024-01-02 12:30:00,0.5447
2024-01-02 12:45:00,0.678
2024-01-02 13:00:00,0.7187
2024-01-02 13:15:00,0.4963
2024-01-02 13:30:00,0.6062
2024-01-02 13:45:00,0.4793
2024-01-02 14:00:00,0.5944
2024-01-02 14:15:00,0.6703
2024-01-02 14:30:00,0.3769
2024-01-02 14:45:00,0.6175
2024-01-02 15:00:00,0.4759
2024-01-02 15:15:00,0.4949
2024-01-02 15:30:00,0.3193
2024-01-02 15:45:00,0.3548
2024-01-02 16:00:00,0.2728
2024-01-02 16:15:00,0.1972
2024-01-02 16:30:00,0.1508
2024-01-02 16:45:00,0.3364
2024-01-02 17:00:00,0.4037
2024-01-02 17:15:00,0.3472
2024-01-02 17:30:00,0.2172
2024-01-02 17:45:00,0.155
2024-01-02 18:00:00,0.4165
2024-01-02 18:15:00,0.3565
2024-01-02 18:30:00,0.4112
2024-01-02 18:45:00,0.4695
2024-01-02 19:00:00,0.3567
2024-01-02 19:15:00,0.4448
2024-01-02 19:30:00,0.4127
2024-01-02 19:45:00,0.2387
2024-01-02 20:00:00,0.5264
2024-01-02 20:15:00,0.2935
2024-01-02 20:30:00,0.4708
2024-01-02 20:45:00,0.4892
2024-01-02 21:00:00,0.5022
2024-01-02 21:15:00,0.6983
2024-01-02 21:30:00,0.4278
2024-01-02 21:45:00,0.3911
2024-01-02 22:00:00,0.7459
2024-01-02 22:15:00,0.7011
2024-01-02 22:30:00,0.6228
2024-01-02 22:45:00,0.6099
2024-01-02 23:00:00,0.5026
2024-01-02 23:15:00,0.6031
2024-01-02 23:30:00,0.5138
2024-01-02 23:45:00,0.7634
2024-01-03 00:00:00,0.5396
2024-01-03 00:15:00,0.5714
2024-01-03 00:30:00,0.746
2024-01-03 00:45:00,0.5684
2024-01-03 01:00:00,0.7439
2024-01-03 01:15:00,0.7552
2024-01-03 01:30:00,0.5782
2024-01-03 01:45:00,0.4542
2024-01-03 02:00:00,0.7089
2024-01-03 02:15:00,0.6695
2024-01-03 02:30:00,0.4966
2024-01-03 02:45:00,0.657
2024-01-03 03:00:00,0.4194
2024-01-03 03:15:00,0.3506
2024-01-03 03:30:00,0.5703
2024-01-03 03:45:00,0.4811
2024-01-03 04:00:00,0.3667
2024-01-03 04:15:00,0.4363
2024-01-03 04:30:00,0.2684
2024-01-03 04:45:00,0.4912
