timestamp,consumption_kwh
2024-01-01 00:00:00,0.2226
2024-01-01 00:15:00,0.1454
2024-01-01 00:30:00,0.1174
2024-01-01 00:45:00,0.0804
2024-01-01 01:00:00,0.0973
2024-01-01 01:15:00,0.0167
2024-01-01 01:30:00,0.0852
2024-01-01 01:45:00,0.0276
2024-01-01 02:00:00,0.0465
2024-01-01 02:15:00,0.037
2024-01-01 02:30:00,0.0773
2024-01-01 02:45:00,0.0164
2024-01-01 03:00:00,0.0636
2024-01-01 03:15:00,0.0771
2024-01-01 03:30:00,0.1237
2024-01-01 03:45:00,0.096
2024-01-01 04:00:00,0.1314
2024-01-01 04:15:00,0.1335
2024-01-01 04:30:00,0.1668
2024-01-01 04:45:00,0.1908
2024-01-01 05:00:00,0.1681
2024-01-01 05:15:00,0.2216
2024-01-01 05:30:00,0.2228
2024-01-01 05:45:00,0.2185
2024-01-01 06:00:00,0.2279
2024-01-01 06:15:00,0.1956
2024-01-01 06:30:00,0.2046
2024-01-01 06:45:00,0.1851
2024-01-01 07:00:00,0.1946
2024-01-01 07:15:00,0.2068
2024-01-01 07:30:00,0.1791
2024-01-01 07:45:00,0.1828
2024-01-01 08:00:00,0.1764
2024-01-01 08:15:00,0.1746
2024-01-01 08:30:00,0.1818
2024-01-01 08:45:00,0.2011
2024-01-01 09:00:00,0.1876
2024-01-01 09:15:00,0.2256
2024-01-01 09:30:00,0.2672
2024-01-01 09:45:00,0.2638
2024-01-01 10:00:00,0.2613
2024-01-01 10:15:00,0.2643
2024-01-01 10:30:00,0.284
2024-01-01 10:45:00,0.349
2024-01-01 11:00:00,0.3309
2024-01-01 11:15:00,0.3297
2024-01-01 11:30:00,0.3558
2024-01-01 11:45:00,0.4
2024-01-01 12:00:00,0.3623
2024-01-01 12:15:00,0.3695
2024-01-01 12:30:00,0.3557
2024-01-01 12:45:00,0.3302
2024-01-01 13:00:00,0.2971
2024-01-01 13:15:00,0.2911
2024-01-01 13:30:00,0.2679
2024-01-01 13:45:00,0.2541
2024-01-01 14:00:00,0.2266
2024-01-01 14:15:00,0.194
2024-01-01 14:30:00,0.1456
2024-01-01 14:45:00,0.1221
2024-01-01 15:00:00,0.055
2024-01-01 15:15:00,0.0631
2024-01-01 15:30:00,0.0194
2024-01-01 15:45:00,0.01
2024-01-01 16:00:00,0.01
2024-01-01 16:15:00,0.01
2024-01-01 16:30:00,0.01
2024-01-01 16:45:00,0.01
2024-01-01 17:00:00,0.01
2024-01-01 17:15:00,0.01
2024-01-01 17:30:00,0.01
2024-01-01 17:45:00,0.01
2024-01-01 18:00:00,0.0433
2024-01-01 18:15:00,0.0935
2024-01-01 18:30:00,0.1216
2024-01-01 18:45:00,0.1166
2024-01-01 19:00:00,0.1939
2024-01-01 19:15:00,0.2595
2024-01-01 19:30:00,0.2893
2024-01-01 19:45:00,0.3393
2024-01-01 20:00:00,0.3554
2024-01-01 20:15:00,0.3871
2024-01-01 20:30:00,0.4207
2024-01-01 20:45:00,0.4449
2024-01-01 21:00:00,0.4539
2024-01-01 21:15:00,0.4587
2024-01-01 21:30:00,0.4423
2024-01-01 21:45:00,0.456
2024-01-01 22:00:00,0.4373
2024-01-01 22:15:00,0.438
2024-01-01 22:30:00,0.4148
2024-01-01 22:45:00,0.3657
2024-01-01 23:00:00,0.3224
2024-01-01 23:15:00,0.2828
2024-01-01 23:30:00,0.2686
2024-01-01 23:45:00,0.2262
2024-01-02 00:00:00,0.1833
2024-01-02 00:15:00,0.1585
2024-01-02 00:30:00,0.1156
2024-01-02 00:45:00,0.1158
2024-01-02 01:00:00,0.0711
2024-01-02 01:15:00,0.0872
2024-01-02 01:30:00,0.0584
2024-01-02 01:45:00,0.0547
2024-01-02 02:00:00,0.0182
2024-01-02 02:15:00,0.0454
2024-01-02 02:30:00,0.0628
2024-01-02 02:45:00,0.0385
2024-01-02 03:00:00,0.0648
2024-01-02 03:15:00,0.0855
2024-01-02 03:30:00,0.0736
2024-01-02 03:45:00,0.1243
2024-01-02 04:00:00,0.1518
2024-01-02 04:15:00,0.1339
2024-01-02 04:30:00,0.173
2024-01-02 04:45:00,0.1529
2024-01-02 05:00:00,0.1893
2024-01-02 05:15:00,0.1664
2024-01-02 05:30:00,0.2272
2024-01-02 05:45:00,0.2166
2024-01-02 06:00:00,0.2094
2024-01-02 06:15:00,0.1938
2024-01-02 06:30:00,0.2326
2024-01-02 06:45:00,0.2432
2024-01-02 07:00:00,0.1628
2024-01-02 07:15:00,0.2209
2024-01-02 07:30:00,0.2255
2024-01-02 07:45:00,0.1975
2024-01-02 08:00:00,0.1662
2024-01-02 08:15:00,0.2088
2024-01-02 08:30:00,0.1916
2024-01-02 08:45:00,0.1892
2024-01-02 09:00:00,0.1853
2024-01-02 09:15:00,0.2319
2024-01-02 09:30:00,0.2499
2024-01-02 09:45:00,0.2365
2024-01-02 10:00:00,0.2756
2024-01-02 10:15:00,0.2592
2024-01-02 10:30:00,0.315
2024-01-02 10:45:00,0.3161
2024-01-02 11:00:00,0.3262
2024-01-02 11:15:00,0.3404
2024-01-02 11:30:00,0.3694
2024-01-02 11:45:00,0.373
2024-01-02 12:00:00,0.3704
2024-01-02 12:15:00,0.3599
2024-01-02 12:30:00,0.3512
2024-01-02 12:45:00,0.3496
2024-01-02 13:00:00,0.3246
2024-01-02 13:15:00,0.3118
2024-01-02 13:30:00,0.2658
2024-01-02 13:45:00,0.1937
2024-01-02 14:00:00,0.2306
2024-01-02 14:15:00,0.2191
2024-01-02 14:30:00,0.1487
2024-01-02 14:45:00,0.1024
2024-01-02 15:00:00,0.0674
2024-01-02 15:15:00,0.0356
2024-01-02 15:30:00,0.01
2024-01-02 15:45:00,0.01
2024-01-02 16:00:00,0.01
2024-01-02 16:15:00,0.01
2024-01-02 16:30:00,0.01
2024-01-02 16:45:00,0.01
2024-01-02 17:00:00,0.01
2024-01-02 17:15:00,0.01
2024-01-02 17:30:00,0.01
2024-01-02 17:45:00,0.0132
2024-01-02 18:00:00,0.084
2024-01-02 18:15:00,0.038
2024-01-02 18:30:00,0.1023
2024-01-02 18:45:00,0.175
2024-01-02 19:00:00,0.2506
2024-01-02 19:15:00,0.238
2024-01-02 19:30:00,0.2856
2024-01-02 19:45:00,0.3195
2024-01-02 20:00:00,0.3865
2024-01-02 20:15:00,0.3853
2024-01-02 20:30:00,0.4305
2024-01-02 20:45:00,0.4303
2024-01-02 21:00:00,0.4245
2024-01-02 21:15:00,0.4625
2024-01-02 21:30:00,0.4658
2024-01-02 21:45:00,0.4744
2024-01-02 22:00:00,0.4326
2024-01-02 22:15:00,0.403
2024-01-02 22:30:00,0.4021
2024-01-02 22:45:00,0.3668
2024-01-02 23:00:00,0.3355
2024-01-02 23:15:00,0.2941
