timestamp,consumption_kwh
2024-01-01 00:00:00,0.3358
2024-01-01 00:15:00,0.3218
2024-01-01 00:30:00,0.3278
2024-01-01 00:45:00,0.301
2024-01-01 01:00:00,0.3445
2024-01-01 01:15:00,0.3538
2024-01-01 01:30:00,0.3691
2024-01-01 01:45:00,0.3668
2024-01-01 02:00:00,0.3857
2024-01-01 02:15:00,0.3828
2024-01-01 02:30:00,0.3703
2024-01-01 02:45:00,0.4168
2024-01-01 03:00:00,0.4176
2024-01-01 03:15:00,0.4333
2024-01-01 03:30:00,0.3976
2024-01-01 03:45:00,0.3843
2024-01-01 04:00:00,0.3757
2024-01-01 04:15:00,0.3484
2024-01-01 04:30:00,0.3904
2024-01-01 04:45:00,0.3389
2024-01-01 05:00:00,0.3263
2024-01-01 05:15:00,0.3342
2024-01-01 05:30:00,0.3556
2024-01-01 05:45:00,0.3178
2024-01-01 06:00:00,0.2795
2024-01-01 06:15:00,0.2727
2024-01-01 06:30:00,0.2866
2024-01-01 06:45:00,0.2585
2024-01-01 07:00:00,0.2346
2024-01-01 07:15:00,0.2345
2024-01-01 07:30:00,0.2442
2024-01-01 07:45:00,0.2602
2024-01-01 08:00:00,0.5885
2024-01-01 08:15:00,0.5951
2024-01-01 08:30:00,0.5873
2024-01-01 08:45:00,0.5525
2024-01-01 09:00:00,0.5815
2024-01-01 09:15:00,0.5804
2024-01-01 09:30:00,0.6259
2024-01-01 09:45:00,0.605
2024-01-01 10:00:00,0.5809
2024-01-01 10:15:00,0.6336
2024-01-01 10:30:00,0.6222
2024-01-01 10:45:00,0.6043
2024-01-01 11:00:00,0.6381
2024-01-01 11:15:00,0.65
2024-01-01 11:30:00,0.6566
2024-01-01 11:45:00,0.6875
2024-01-01 12:00:00,0.655
2024-01-01 12:15:00,0.7077
2024-01-01 12:30:00,0.7461
2024-01-01 12:45:00,0.7553
2024-01-01 13:00:00,0.7722
2024-01-01 13:15:00,0.7833
2024-01-01 13:30:00,0.8005
2024-01-01 13:45:00,0.757
2024-01-01 14:00:00,0.8035
2024-01-01 14:15:00,0.7552
2024-01-01 14:30:00,0.7845
2024-01-01 14:45:00,0.7609
2024-01-01 15:00:00,0.821
2024-01-01 15:15:00,0.8258
2024-01-01 15:30:00,0.7926
2024-01-01 15:45:00,0.8279
2024-01-01 16:00:00,0.7731
2024-01-01 16:15:00,0.7823
2024-01-01 16:30:00,0.7738
2024-01-01 16:45:00,0.7396
2024-01-01 17:00:00,0.7588
2024-01-01 17:15:00,0.777
2024-01-01 17:30:00,0.7054
2024-01-01 17:45:00,0.731
2024-01-01 18:00:00,0.6969
2024-01-01 18:15:00,0.3223
2024-01-01 18:30:00,0.2838
2024-01-01 18:45:00,0.2753
2024-01-01 19:00:00,0.2629
2024-01-01 19:15:00,0.2441
2024-01-01 19:30:00,0.2014
2024-01-01 19:45:00,0.2485
2024-01-01 20:00:00,0.186
2024-01-01 20:15:00,0.2124
2024-01-01 20:30:00,0.2157
2024-01-01 20:45:00,0.1841
2024-01-01 21:00:00,0.2029
2024-01-01 21:15:00,0.2242
2024-01-01 21:30:00,0.2029
2024-01-01 21:45:00,0.1898
2024-01-01 22:00:00,0.1551
2024-01-01 22:15:00,0.2012
2024-01-01 22:30:00,0.2175
2024-01-01 22:45:00,0.2288
2024-01-01 23:00:00,0.2308
2024-01-01 23:15:00,0.2693
2024-01-01 23:30:00,0.2626
2024-01-01 23:45:00,0.2848
2024-01-02 00:00:00,0.3136
2024-01-02 00:15:00,0.2959
2024-01-02 00:30:00,0.3199
2024-01-02 00:45:00,0.3814
2024-01-02 01:00:00,0.3675
2024-01-02 01:15:00,0.335
2024-01-02 01:30:00,0.3691
2024-01-02 01:45:00,0.3906
2024-01-02 02:00:00,0.4113
2024-01-02 02:15:00,0.3954
2024-01-02 02:30:00,0.386
2024-01-02 02:45:00,0.3845
2024-01-02 03:00:00,0.4129
2024-01-02 03:15:00,0.4054
2024-01-02 03:30:00,0.3863
2024-01-02 03:45:00,0.3886
2024-01-02 04:00:00,0.3783
2024-01-02 04:15:00,0.3938
2024-01-02 04:30:00,0.3569
2024-01-02 04:45:00,0.3706
2024-01-02 05:00:00,0.367
2024-01-02 05:15:00,0.348
2024-01-02 05:30:00,0.3092
2024-01-02 05:45:00,0.34
2024-01-02 06:00:00,0.2864
2024-01-02 06:15:00,0.2955
2024-01-02 06:30:00,0.2591
2024-01-02 06:45:00,0.2268
2024-01-02 07:00:00,0.2545
2024-01-02 07:15:00,0.2449
2024-01-02 07:30:00,0.2277
2024-01-02 07:45:00,0.2262
2024-01-02 08:00:00,0.6004
2024-01-02 08:15:00,0.5929
2024-01-02 08:30:00,0.6
2024-01-02 08:45:00,0.639
2024-01-02 09:00:00,0.6163
